selection_order,dataset,split,source_id,source_label,donor_id,target_label,source_text_hash,control_text_hash,changed_intent_bearing_concept,boundary_class,label_risk_stratum,eligibility,donor_reuse_count_after_selection
76,BANKING77,test,banking77:test:00720,top_up_limits,banking77:test:00326,automatic_top_up,ec67c1598062ab5a1b49039aa5facb283098566998c9de11efb2a13f1830ac73,e160ad3b5141da4e44bb827af3ccc0139a070299458913433f4a0cbd54372b85,official route changes from top_up_limits to automatic_top_up,NEAREST,lower_proxy_risk,ELIGIBLE,1
77,BANKING77,test,banking77:test:02361,verify_top_up,banking77:test:00327,automatic_top_up,16290cd4870b23f8753052588a6480b3568ec0487b2e83b9cfea5abd14b174bf,b9205a9193ce5f9e25c30b15e03de8cbb163bc93787f79265ddf9355d4e27665,official route changes from verify_top_up to automatic_top_up,NEAREST,lower_proxy_risk,ELIGIBLE,1
78,BANKING77,test,banking77:test:02881,cash_withdrawal_charge,banking77:test:01561,declined_cash_withdrawal,03231953bbbcb199c4c950ba0adf7fa93b583684691f14609d6fa29a9c10b99b,18b52a6cbbdc3d7a82bc85734fe89c516879a52540cb8fa8f122900869f05594,official route changes from cash_withdrawal_charge to declined_cash_withdrawal,NEAREST,lower_proxy_risk,ELIGIBLE,1
79,BANKING77,test,banking77:test:02081,reverted_card_payment?,banking77:test:01802,declined_card_payment,9df70ea3110bc2db1a45072721cad2b18817c5e45f35d1259df410dff358f761,21d45c117334d2465fec2b43d3d4b0e70534b107109f42f009f79f36265cbe83,official route changes from reverted_card_payment? to declined_card_payment,NEAREST,lower_proxy_risk,ELIGIBLE,1
80,BANKING77,test,banking77:test:01241,get_physical_card,banking77:test:02481,order_physical_card,ff931c14850da0597caf9fd3aee27aafb632f7fbe824db3fcd0d3d66d4b4deaf,e4a681a80a2220a8d0b06d868dec7270ae8d53046ac8b12550fc4bf8deb2fb4b,official route changes from get_physical_card to order_physical_card,NEAREST,lower_proxy_risk,ELIGIBLE,1
81,BANKING77,test,banking77:test:02681,balance_not_updated_after_bank_transfer,banking77:test:02561,wrong_exchange_rate_for_cash_withdrawal,2031edf3eb9a76d5b174b46205f54ae2c31d30d2ad6804f800d3d4515b8ee5ad,f82178d3c3e58199279e732a6a37b6f89cdea3371d9dcc2f8f53f749f424cb76,official route changes from balance_not_updated_after_bank_transfer to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,published_label_level_proxy,ELIGIBLE,1
82,BANKING77,test,banking77:test:00844,transfer_not_received_by_recipient,banking77:test:02562,wrong_exchange_rate_for_cash_withdrawal,7af8ee7fde13309e800e489cd1680beb119565bd674853c426b98e627dcf1b7f,55978e69f61ef2307dcef21bc93f5b480afaf508cbf661a797197de2f9ca0392,official route changes from transfer_not_received_by_recipient to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,published_label_level_proxy,ELIGIBLE,1
83,BANKING77,test,banking77:test:01002,top_up_reverted,banking77:test:02563,wrong_exchange_rate_for_cash_withdrawal,22e432d48c92e7d6c8ccf6b836684025ef13391a817f7c645a2ca3f9bf2cdccb,46478c64eaf19473fcf0400453951658e4520631cc75802e52c07a4262a0226a,official route changes from top_up_reverted to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,published_label_level_proxy,ELIGIBLE,1
84,BANKING77,test,banking77:test:02643,top_up_failed,banking77:test:02564,wrong_exchange_rate_for_cash_withdrawal,d32cd58dec32ec11a5b620f1a773fd8914cbfbeb5e09a8211053fefb93fbc975,acbe43972b6d92553dd6358b5b5667bc5565630eb6aff7d2c67a53bbd886c020,official route changes from top_up_failed to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,published_label_level_proxy,ELIGIBLE,1
85,BANKING77,test,banking77:test:00641,pending_top_up,banking77:test:02565,wrong_exchange_rate_for_cash_withdrawal,f88db1ae202a94564bc3485f4547f4a26126ae89e4eea0a1965dfcc6f0b2ccb3,cd47a2d5fe2bdf4c1a57992f0c8d56229309f96d30ab3a214571283675cb626f,official route changes from pending_top_up to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,published_label_level_proxy,ELIGIBLE,1
86,BANKING77,test,banking77:test:00924,getting_virtual_card,banking77:test:02566,wrong_exchange_rate_for_cash_withdrawal,3aa6b57ecf8b328244bd2208af7e7af619b56a4aea054fe3d177eb7b65d98446,2e007a37068a758b564a05150d721d00f498b0bf1b85e628d202447900d4a6e7,official route changes from getting_virtual_card to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,published_label_level_proxy,ELIGIBLE,1
87,BANKING77,test,banking77:test:01802,declined_card_payment,banking77:test:02567,wrong_exchange_rate_for_cash_withdrawal,21d45c117334d2465fec2b43d3d4b0e70534b107109f42f009f79f36265cbe83,e64bdbed3c727fb61566e3ae529e97d2971850189d328ed5a98de6c9239de81a,official route changes from declined_card_payment to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,published_label_level_proxy,ELIGIBLE,1
88,BANKING77,test,banking77:test:00004,card_arrival,banking77:test:02568,wrong_exchange_rate_for_cash_withdrawal,bb5a6ec65432e6ff06c651bf5d3a50f4ff09dab0b2549331a5fabb3527aa2598,bac04e4ea8a748311f47ee5df7b8e77213d0206e2a8c7cfa95f7b02fc0c51d2c,official route changes from card_arrival to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,published_label_level_proxy,ELIGIBLE,1
89,BANKING77,test,banking77:test:02682,balance_not_updated_after_bank_transfer,banking77:test:02569,wrong_exchange_rate_for_cash_withdrawal,a7311a50449af7bdf43c7ddd6a1e33d5ca8116d5929a0c3b2ffc4b8c2c1ea5e4,0d561f063654c347be8226b5081501eac6ad5f61d2ea094316d093b35687e6b9,official route changes from balance_not_updated_after_bank_transfer to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,published_label_level_proxy,ELIGIBLE,1
90,BANKING77,test,banking77:test:00845,transfer_not_received_by_recipient,banking77:test:02570,wrong_exchange_rate_for_cash_withdrawal,4149b00a0600574c4fc6096319beda050855813e0ec094184c478298ae9cd20f,b1edc0b90074c1bb1f62b59e52dc859fba915b406cc4f2c9be1ba2113f5b5177,official route changes from transfer_not_received_by_recipient to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,published_label_level_proxy,ELIGIBLE,1
91,BANKING77,test,banking77:test:01003,top_up_reverted,banking77:test:02571,wrong_exchange_rate_for_cash_withdrawal,ac88e97e855b0ae897a8886d99a6385a7f75508245eb87a29f441de9391d9a72,6ff3f35b8b0802cf487159ca925f241285b61adc58fda95702116dc200c0b259,official route changes from top_up_reverted to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,published_label_level_proxy,ELIGIBLE,1
92,BANKING77,test,banking77:test:02644,top_up_failed,banking77:test:02572,wrong_exchange_rate_for_cash_withdrawal,5353e1fbd60d623d27bf7707a2d98eb1a3b2da563d3805e9a64d7d821d983e8f,0eeee9f98da42a2def8475feb2d8a899a2644e4ae230c1e103026c0f7027dea6,official route changes from top_up_failed to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,published_label_level_proxy,ELIGIBLE,1
93,BANKING77,test,banking77:test:00643,pending_top_up,banking77:test:02573,wrong_exchange_rate_for_cash_withdrawal,006b49fa8e69003a62b3ee27ee31e869c597f87a9db248540e5d7777fb7139a8,56c0542425dffc708eb0e1440f1b26e984c41284ff653870242bd9abf3e0910e,official route changes from pending_top_up to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,published_label_level_proxy,ELIGIBLE,1
94,BANKING77,test,banking77:test:00925,getting_virtual_card,banking77:test:02574,wrong_exchange_rate_for_cash_withdrawal,14f408c43d43b6873b288c8f9d5dc8a937094b035577f7f93143e6a1bee4b343,f0f8d47dd58451ae8588dcf0db86ef9f11a150152e7ef7983d5583d4606653e1,official route changes from getting_virtual_card to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,published_label_level_proxy,ELIGIBLE,1
95,BANKING77,test,banking77:test:01803,declined_card_payment,banking77:test:02575,wrong_exchange_rate_for_cash_withdrawal,6917d69414b14d0f074bd290074435bf45bab89c903aa4d941b73a1acef464bd,d4ef91105ea602fa44b1660762868ebba1b1a28324773ea4ca6606ef422808fb,official route changes from declined_card_payment to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,published_label_level_proxy,ELIGIBLE,1
96,BANKING77,test,banking77:test:00005,card_arrival,banking77:test:02576,wrong_exchange_rate_for_cash_withdrawal,bac3a30aec6ad4d8d91ab1d9e17fc8fe2c103560f9ffffc699d51f3f4a734587,e2563c53b8dbd46a4f957852ec8519a10d8382eeccf26d91cbeb1f5d1d27dc3f,official route changes from card_arrival to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,published_label_level_proxy,ELIGIBLE,1
97,BANKING77,test,banking77:test:02683,balance_not_updated_after_bank_transfer,banking77:test:02577,wrong_exchange_rate_for_cash_withdrawal,cc110c1d9c03307a0d16fc407364e383a12e1c0278101f8c45787ad4d375db5a,456ef620a455cac52a7a92469f84c424d823a2e8367b1796fc82aca556d1713d,official route changes from balance_not_updated_after_bank_transfer to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,published_label_level_proxy,ELIGIBLE,1
98,BANKING77,test,banking77:test:00846,transfer_not_received_by_recipient,banking77:test:02578,wrong_exchange_rate_for_cash_withdrawal,8cba5b00579e08faefdf57fc806cf23428c13ef17d49659e3188e9ce1ab6e4b6,3d4a46f1e9717ff419b4f2d55f32da273d80361de3a687620e4203a465870e36,official route changes from transfer_not_received_by_recipient to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,published_label_level_proxy,ELIGIBLE,1
99,BANKING77,test,banking77:test:01004,top_up_reverted,banking77:test:02579,wrong_exchange_rate_for_cash_withdrawal,6f558deba2b9815b0449d9c4cf53ef5a7642f5dcb032b857f993065c5fa0f0d4,69ca393912cdabf8d34f9788c8f0d4cd770f0463887f3a2f1648fbff65e790de,official route changes from top_up_reverted to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,published_label_level_proxy,ELIGIBLE,1
100,BANKING77,test,banking77:test:01161,why_verify_identity,banking77:test:02580,wrong_exchange_rate_for_cash_withdrawal,883382e2db04369c3e41f4d73fe39c0eb1f071a6b1549d0290c3cc742c738de9,0682bafb8471e68b650ec8756e2bd95f6c9ccf5e4ac449c9237bca3fdb801a00,official route changes from why_verify_identity to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
101,BANKING77,test,banking77:test:02560,wrong_exchange_rate_for_cash_withdrawal,banking77:test:01161,why_verify_identity,c808300eeab8b4460c47adc4c4205b8b48fe7ed6b99fe6a589d365815c5e0361,883382e2db04369c3e41f4d73fe39c0eb1f071a6b1549d0290c3cc742c738de9,official route changes from wrong_exchange_rate_for_cash_withdrawal to why_verify_identity,ORDINARY,lower_proxy_risk,ELIGIBLE,1
102,BANKING77,test,banking77:test:00761,wrong_amount_of_cash_received,banking77:test:01162,why_verify_identity,5963d34d8069c2b60a6bce45c7cd24e1070d597a8b476f07ba13270939938c5c,1c5279cb1b2d2a07168d1fa2a4cc96813b788008001fc36fec21f5dbbb97a73f,official route changes from wrong_amount_of_cash_received to why_verify_identity,ORDINARY,lower_proxy_risk,ELIGIBLE,1
103,BANKING77,test,banking77:test:01281,visa_or_mastercard,banking77:test:02581,wrong_exchange_rate_for_cash_withdrawal,1b3154d1eb9103965a38df3cb254df6904977ac45133de23b41ecaa4cfb0058d,8eace20f3c83d3866c6a68143c8a283b663936146067226cfb3ee1dd59f5ae91,official route changes from visa_or_mastercard to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
104,BANKING77,test,banking77:test:02001,verify_source_of_funds,banking77:test:02582,wrong_exchange_rate_for_cash_withdrawal,2e4590f0096a1d84fe61242ac29d7578aaa8cd8a766a546cc7b864cb1e8bf9f6,c53356122d27aa6ed3a1cf67539fcaa5c7f42f104e805174c0df94f158542445,official route changes from verify_source_of_funds to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
105,BANKING77,test,banking77:test:03001,verify_my_identity,banking77:test:02583,wrong_exchange_rate_for_cash_withdrawal,7f0eb19a4329cfc77f6a594d842adadc587c7f0e5302199dbbb6258cba7a5f27,341c556f71edc49f96ef057b0ab16cf92995995192bd6b1b3b3be4ef6a6e94b1,official route changes from verify_my_identity to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
106,BANKING77,test,banking77:test:01201,unable_to_verify_identity,banking77:test:02584,wrong_exchange_rate_for_cash_withdrawal,33c331087db902a55eaa52b5793bd15d8ca40b2ac865fb54583c7866329eb470,f06e52861d28f3b3bc01aac4180c667121c563c5489eece82d0745e91f3e94bc,official route changes from unable_to_verify_identity to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
107,BANKING77,test,banking77:test:02041,transfer_timing,banking77:test:02585,wrong_exchange_rate_for_cash_withdrawal,2aa82c4da55512def4c11d8ac101472f920aae59756e70f51482895ef339383e,06c73755829aa98e194e05d707ca0530d46dbb70e9a70aed81b1563cc989a73f,official route changes from transfer_timing to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
108,BANKING77,test,banking77:test:02321,transfer_into_account,banking77:test:02586,wrong_exchange_rate_for_cash_withdrawal,c1fa23cba54b775d661a7b96dafe2c0a20dbfa200fe07d7cbdf2545ec141a86f,8a156f1210ff3082bb00fa33d68c742b7bd0697506ba42ac3bb31f15cb41046e,official route changes from transfer_into_account to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
109,BANKING77,test,banking77:test:02201,transfer_fee_charged,banking77:test:02587,wrong_exchange_rate_for_cash_withdrawal,0c2e9f6deb52265356193618a4a786a060baf4e943ffdc8a8effb8ed923d1946,89ddf2cceed875ba94c9de251e1f71f7811223d188f95bf8501c79c130168458,official route changes from transfer_fee_charged to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
110,BANKING77,test,banking77:test:01961,transaction_charged_twice,banking77:test:02588,wrong_exchange_rate_for_cash_withdrawal,8d960f0c39db346a7260ca622324c73a37af1eaea024e52b540d689a84979f58,d3c43d50752f29ee3aa041e24ca75b67004f96bb15d1114f5367de411f35be1f,official route changes from transaction_charged_twice to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
111,BANKING77,test,banking77:test:01321,topping_up_by_card,banking77:test:02589,wrong_exchange_rate_for_cash_withdrawal,80314fcae5c79df34362b0edaa1856a92fed652b2ccc4f68aead09687fa72d2d,02133511255d8a566d41ae7d4d5615438bf26ec82e8cab0691e8094f84132d79,official route changes from topping_up_by_card to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
112,BANKING77,test,banking77:test:02441,top_up_by_cash_or_cheque,banking77:test:01163,why_verify_identity,90d70721b5194a098b80be4cf1828256f49099ff420081ff5ffce39cbf185bee,3a1ce8c3965a1bce0dc8f5593f4997dcee632bddc7edfb867d8e958a2c1d595a,official route changes from top_up_by_cash_or_cheque to why_verify_identity,ORDINARY,lower_proxy_risk,ELIGIBLE,1
113,BANKING77,test,banking77:test:01881,terminate_account,banking77:test:02590,wrong_exchange_rate_for_cash_withdrawal,32cffa1a76599974de11fccb7392bfd555246cf174543f49ef49e197def1fd3b,93c7bd72f11a9d06391d8d0efc255416daa3548b42083307686433174c74f6dd,official route changes from terminate_account to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
114,BANKING77,test,banking77:test:00881,supported_cards_and_currencies,banking77:test:02591,wrong_exchange_rate_for_cash_withdrawal,5b6d405b9e96131d1a30c88d311ef9b1b592142e099b6df2cb7398c12f571153,c25b2baadfd64d11938c503bf6c4dad007c9ac77000711c43a99d4d3579e8310,official route changes from supported_cards_and_currencies to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
115,BANKING77,test,banking77:test:01680,request_refund,banking77:test:02592,wrong_exchange_rate_for_cash_withdrawal,3f8c6e37b74ea44914f28d9010cb908d0c5826e3d9de2ed555da03ff4c336f1a,ab2efa512f0c1d7d3011001ac2128a4e967ac2b2262286fdac94658d02781a46,official route changes from request_refund to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
116,BANKING77,test,banking77:test:02241,receiving_money,banking77:test:02593,wrong_exchange_rate_for_cash_withdrawal,cb0d58c0e223de8eb37fcc982163450ae6703fda3be00b8a2750841657040fcc,16006b0c0af73a595aa05d56b44451d29c7141582094beee968005f192800da9,official route changes from receiving_money to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
117,BANKING77,test,banking77:test:00521,pin_blocked,banking77:test:02594,wrong_exchange_rate_for_cash_withdrawal,ee7742ee5bd3e4abf9c143a6e0d8c454febe4acbb50a67dce98a22bef6662ed8,19bd044cda438afc70249a1cdc9377c8799df0de78aa85eab216b0274a6db07a,official route changes from pin_blocked to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
118,BANKING77,test,banking77:test:01840,pending_transfer,banking77:test:02595,wrong_exchange_rate_for_cash_withdrawal,20d18de65e5aabcf391e4b7df85422eed5f7fc64e6b06e5da571bd315d886f09,ae6c1c03442e6576c05e7310ccac4e96d39f722c39e42fbb8386b4e2d495bdec,official route changes from pending_transfer to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
119,BANKING77,test,banking77:test:01521,passcode_forgotten,banking77:test:02596,wrong_exchange_rate_for_cash_withdrawal,23d4f62d7aca5576a5f7f283152ddbda309dca93b4f4caf2c672260ff5a0cd11,92d5007eb96ac627f4cbdee7e77850791e5018122fde94c75c9ba33fffa4c12e,official route changes from passcode_forgotten to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
120,BANKING77,test,banking77:test:02481,order_physical_card,banking77:test:02597,wrong_exchange_rate_for_cash_withdrawal,e4a681a80a2220a8d0b06d868dec7270ae8d53046ac8b12550fc4bf8deb2fb4b,6af75a33809dcc0eb9261858e75d9555ee014e2be50f03a7df0b155b63df92a6,official route changes from order_physical_card to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
121,BANKING77,test,banking77:test:02401,getting_spare_card,banking77:test:02598,wrong_exchange_rate_for_cash_withdrawal,d676937bf397db6953327ba44ca0f863dfb0077dc2caf9d06bb6de1f49c2e770,bcbcdb603192db3d108363dd7cdeb1de7e2ebfebc80b4435ea0d72eacc2002de,official route changes from getting_spare_card to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
122,BANKING77,test,banking77:test:02601,get_disposable_virtual_card,banking77:test:02599,wrong_exchange_rate_for_cash_withdrawal,e30cd81103632c1b49cce54e0fb289767ac245c5b851306a51ca3d3d0d11accb,dd16c632c75feecaceb7dd4c5fcb672e238163ace1e5873a2ecbf88567e9720c,official route changes from get_disposable_virtual_card to wrong_exchange_rate_for_cash_withdrawal,ORDINARY,lower_proxy_risk,ELIGIBLE,1
123,BANKING77,test,banking77:test:00241,fiat_currency_support,banking77:test:00760,wrong_amount_of_cash_received,e2016e7ca82ca4fe6db97c59d11d272bf67facdccd38fc498c9c93c5943ed74b,cf3722e6f84db0eb3b05862fe75fc41513cf7b29188795cb907d1603794390c8,official route changes from fiat_currency_support to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
124,BANKING77,test,banking77:test:00161,extra_charge_on_statement,banking77:test:00761,wrong_amount_of_cash_received,4c5cbd1d6d2a655581ebb52740ca8ece74197591de62111917349a59b3eff84c,5963d34d8069c2b60a6bce45c7cd24e1070d597a8b476f07ba13270939938c5c,official route changes from extra_charge_on_statement to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
125,BANKING77,test,banking77:test:00401,exchange_via_app,banking77:test:00762,wrong_amount_of_cash_received,73e653e1f64edb482caaceed134fcf3865c4706062add876b83de9b60206755c,c79cafed88d014471ac0e071e3d0064cbd62d82a76310c0cd53ce845825f0690,official route changes from exchange_via_app to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
126,BANKING77,test,banking77:test:00081,exchange_rate,banking77:test:00763,wrong_amount_of_cash_received,a03a263b5814087dbd8033b581c9efd28014c9c18ee5940fd280f3b1cc652d77,ac9da0e262e7bd207322e4f170a659bc7088ca787ab55ffa2619378aef28b031,official route changes from exchange_rate to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
127,BANKING77,test,banking77:test:02761,exchange_charge,banking77:test:00764,wrong_amount_of_cash_received,3234299212596d71b076efb87981de2b7a4bbb40443aeb923986ceee61e9e679,06777f4cbb61b5b51058794adf964a269a0945fb75f9a8479a5df1de9626016b,official route changes from exchange_charge to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
128,BANKING77,test,banking77:test:01121,edit_personal_details,banking77:test:00765,wrong_amount_of_cash_received,522e69b7e5c243f42678d459dd4eae084f75108d6c7294910f16109e9b17389d,db6ea203485d6ec847fa1c9f44e2bbfb512f561ce5b4c2def8b73ad79b89c775,official route changes from edit_personal_details to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
129,BANKING77,test,banking77:test:01361,disposable_card_limits,banking77:test:00766,wrong_amount_of_cash_received,e1f8894be8eef36a0c9ba924811cd284b5ee04a2031cd63239620daf2db44029,430dc986a400366590ed72016a09a97278979e213bcd4add531e3d585729a412,official route changes from disposable_card_limits to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
130,BANKING77,test,banking77:test:01481,direct_debit_payment_not_recognised,banking77:test:00767,wrong_amount_of_cash_received,cacd93434c334e74968810f591b3137e1aae0b4c28ff04d29dd8d8a656f6bb47,9c924e31dbd6340f2bb1896fe7139c41a815cd1fe77372980064e3ac354abf14,official route changes from direct_debit_payment_not_recognised to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
131,BANKING77,test,banking77:test:01720,declined_transfer,banking77:test:00768,wrong_amount_of_cash_received,45e4cdf8110a0c00b9ecaa539bc0bcbbba705b33028d03687f6c561bc3134465,57f2fc96d914dc3a36e6ddf34c2814035ec67632ce5e0c0b04bc2253020a0622,official route changes from declined_transfer to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
132,BANKING77,test,banking77:test:03041,country_support,banking77:test:00769,wrong_amount_of_cash_received,dcb99d597a02fcd3fcf355392585b4378fecb851fa5fdafecae1989335143127,1d6eaa4c2e0195a65a09ba26139d84fdc33d1e2734a2add25244f7a28ed92db8,official route changes from country_support to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
133,BANKING77,test,banking77:test:01400,compromised_card,banking77:test:00770,wrong_amount_of_cash_received,e4bb18cc890500a72c08745cbf6a022756f5f4d34ef8baef56e6b7289b0b45eb,16d712fb711b6943219ac9349bc845bcbd05e667141fc24f8fb93ca642a3990a,official route changes from compromised_card to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
134,BANKING77,test,banking77:test:02121,change_pin,banking77:test:00771,wrong_amount_of_cash_received,0f8900af960d7462dbb5f47ef831dbb31d2bb311ba210f56fdda6d2f39ffb617,add2e0f3cce7061ed3d00b40515971803d75451b9500631f13763692165a12ab,official route changes from change_pin to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
135,BANKING77,test,banking77:test:01921,card_swallowed,banking77:test:00772,wrong_amount_of_cash_received,4ebbbfa2edcc69f2c2ac8a93657d7ac6bdcc3d14d433c680e356012801bf4604,fe8183fc8d670a29464db7f9897f35e0514945a8c819cd0069cbbd77058f9476,official route changes from card_swallowed to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
136,BANKING77,test,banking77:test:00120,card_payment_wrong_exchange_rate,banking77:test:01164,why_verify_identity,47374cea3265c0fb318b57510ffda38f3f84c9f67e5d3272a18e92e6f61d8a22,0f7869a82a8972c523d61b586ed0642314b2928ff87e9ecfad78bfd35a51145a,official route changes from card_payment_wrong_exchange_rate to why_verify_identity,ORDINARY,lower_proxy_risk,ELIGIBLE,1
137,BANKING77,test,banking77:test:00801,card_payment_fee_charged,banking77:test:00773,wrong_amount_of_cash_received,4274bc367d25f686fe78566db0b714bdf0ead6d89a0988784fa2eeba06923c7d,99a058583608de80f5081bf5a2f83042e46aaedc35fd0b3f62e1055e9fe5b675,official route changes from card_payment_fee_charged to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
138,BANKING77,test,banking77:test:00041,card_linking,banking77:test:00774,wrong_amount_of_cash_received,81b9710f4c2ce9704e9941ceea687d1ab50ebe6523c714607a1002c5a8678fb1,a656702a2d88988e990f2ff93624a07945105ce091a1ff12709b69d54f50cfea,official route changes from card_linking to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
139,BANKING77,test,banking77:test:00281,card_delivery_estimate,banking77:test:00775,wrong_amount_of_cash_received,306053f1239d8cd75e73d65be35f8ed699c5d86ab00b089e8a6ee0aade51fbf4,49700db8e21b4c1b9550f82bb1f1fd2e807d720edcc34cc09c8402ffa1242cec,official route changes from card_delivery_estimate to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
140,BANKING77,test,banking77:test:00961,card_acceptance,banking77:test:00776,wrong_amount_of_cash_received,9574082dc9bf7a96abf48fb56b10ea56e94f52014dc61140161b4b178d258c89,93f027227ffcaf41fce67b420e8135fdc2b1e1055560bbfcf3412fd6795cc21c,official route changes from card_acceptance to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
141,BANKING77,test,banking77:test:02921,card_about_to_expire,banking77:test:00777,wrong_amount_of_cash_received,13fdd3517796cf02f323ec79b12667ab29a007396cab05e9f6431087b265244d,d5a7188992b383b15dd948fa681667962d702c96d58bfa56ccb5860bf058f5e4,official route changes from card_about_to_expire to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
142,BANKING77,test,banking77:test:00681,cancel_transfer,banking77:test:00778,wrong_amount_of_cash_received,fc70150f630819d412ea0a8bc3dd9a29a36ec7788f15c6c1f05601507d7b52dd,8a5463ce28c36ef7294a95456ff14ba2ef2e0588cf10d6a4c6e5ea552b49f100,official route changes from cancel_transfer to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
143,BANKING77,test,banking77:test:01040,balance_not_updated_after_cheque_or_cash_deposit,banking77:test:01165,why_verify_identity,8303447acb78ae7cdf9b9be00e2199754c0b4cb8e8f2710b3b305c393c98e174,8dafcd85cc248660ef71b4dbb9a903796f7f85e1986c8e5f7de9be9922b998f6,official route changes from balance_not_updated_after_cheque_or_cash_deposit to why_verify_identity,ORDINARY,lower_proxy_risk,ELIGIBLE,1
144,BANKING77,test,banking77:test:01441,atm_support,banking77:test:00779,wrong_amount_of_cash_received,6b8d513943525bb33e16c70ced916c74bbc98177bd19d0fa4e1549df6d0d42c8,41e976e51cc86a3fe4ab06af22d40806f4d7edc4e7251c321a2718020be47efe,official route changes from atm_support to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
